goal,RedirectGain,GoalRegionTop1,target_margin,execution_RedirectGain
lift_blue_block_slider,0.3386552035808563,0.8109756097560976,0.3618437349796295,0.14882001280784607
lift_red_block_table,0.10023669898509979,0.31097560975609756,-0.1326124370098114,0.18219682574272156
place_in_slider,-0.5162796974182129,0.06707317073170732,-0.6739507913589478,-0.34318456053733826
push_pink_block_right,0.1815439611673355,0.6585365853658537,0.1388816088438034,0.07033626735210419
turn_off_lightbulb,0.826080858707428,0.7073170731707317,0.3707432448863983,0.6910862326622009
turn_on_lightbulb,0.6295408606529236,0.5426829268292683,0.015065853483974934,0.39714929461479187
