C18_rich_causal_state_matters,NOT_TESTED
C19_continuous_flow_strongest_family,NOT_SUPPORTED
C20_enriched_flow_reduces_identity_continuity_tradeoff,NOT_SUPPORTED
C21_more_transition_data_helps,MIXED
C22_language_and_state_shape_transition_distribution,MIXED
READY_FOR_RETARGETING_TEST,False
