sample,session,goal,cycle_residual,global_distance,goal_core_distance,goal_core_margin,execution_goal_core_distance,execution_goal_core_margin,endpoint_correct,decoded_reencoded_correct,decoded_action_mse,continuity,cycle4_residual,cycle4_global_distance,cycle4_goal_core_margin,cycle4_execution_goal_core_margin
85,21,turn_off_lightbulb,3.362520456314087,3.3863320350646973,4.008254051208496,-0.6156573295593262,3.488290786743164,-0.6806807518005371,0,1,0.05479880049824715,0.8106572031974792,0.2231869101524353,2.7736685276031494,0.4719264507293701,0.36333703994750977
86,21,push_pink_block_right,1.8950551748275757,2.823044776916504,3.240144729614258,-0.13901567459106445,2.1326448917388916,-0.1127004623413086,0,0,0.021623453125357628,0.45801928639411926,0.1585293859243393,1.9479138851165771,-0.16683626174926758,-0.21247565746307373
87,21,place_in_slider,3.166491985321045,3.4850573539733887,5.560962677001953,-1.7290871143341064,3.6551716327667236,-0.8765780925750732,0,0,0.17276789247989655,1.0288093090057373,0.26077786087989807,2.98511004447937,-3.0969762802124023,-2.2141144275665283
88,21,lift_red_block_table,3.3593404293060303,3.0434021949768066,3.5927977561950684,-0.23855972290039062,2.3292794227600098,-0.7626650333404541,0,0,0.02932334505021572,0.4429629147052765,0.12161413580179214,1.6091907024383545,-1.8536365032196045,-1.1038321256637573
89,21,place_in_slider,3.416145086288452,3.4679322242736816,4.393861293792725,-0.44903135299682617,3.157132863998413,-1.0407681465148926,0,0,0.05255893990397453,0.4018058776855469,0.20573128759860992,2.568542718887329,-2.3760361671447754,-1.2793549299240112
90,21,turn_off_lightbulb,2.2718660831451416,3.0434975624084473,3.113769054412842,1.1928768157958984,1.6624091863632202,0.5271707773208618,1,1,0.007905611768364906,0.5078210234642029,0.5585494041442871,3.080610990524292,1.4972529411315918,0.7261385917663574
91,21,place_in_slider,2.9858450889587402,3.8711256980895996,5.219675064086914,-0.6416349411010742,3.682884931564331,-1.1954634189605713,0,0,0.045668017119169235,0.1660728007555008,0.22032466530799866,2.9725987911224365,-1.9550130367279053,-1.326139211654663
92,21,turn_on_lightbulb,2.384761333465576,2.809239149093628,3.0430588722229004,-0.20551371574401855,2.4935717582702637,-0.6216706037521362,0,0,0.012014906853437424,0.8763394355773926,0.09786810725927353,1.681113839149475,-0.7572572231292725,-0.8158186674118042
93,21,lift_blue_block_slider,2.7224371433258057,3.176217555999756,3.2555251121520996,0.21038341522216797,2.4664692878723145,-0.5002719163894653,1,0,0.022317474707961082,0.45125284790992737,0.2785662114620209,2.37662672996521,-0.5718352794647217,-0.10777771472930908
94,21,push_pink_block_right,2.529111862182617,4.4112629890441895,5.439084053039551,-0.8895983695983887,2.844823122024536,-0.3205716609954834,0,0,0.05720711871981621,0.6155256628990173,0.26830199360847473,3.1483869552612305,-1.1668055057525635,-1.0037825107574463
95,21,turn_on_lightbulb,2.4993720054626465,2.5257883071899414,2.579094648361206,0.037036895751953125,1.957564353942871,-0.09801006317138672,1,0,0.023343367502093315,0.20141461491584778,0.10504021495580673,1.7922369241714478,-0.49359774589538574,-0.28859782218933105
96,21,lift_blue_block_slider,2.6408607959747314,3.1758108139038086,3.2032599449157715,0.6398067474365234,2.486274480819702,-0.5957900285720825,1,0,0.016795741394162178,0.5362873077392578,0.14725060760974884,2.380034923553467,-0.37810397148132324,-0.31935620307922363
97,21,lift_red_block_table,2.9468767642974854,3.100980043411255,3.7921409606933594,-0.5988974571228027,2.696537494659424,-1.139974594116211,0,0,0.07811073958873749,0.8901768326759338,0.13277846574783325,1.3654767274856567,-2.6579253673553467,-1.5451489686965942
98,21,place_in_slider,3.2910103797912598,3.414668321609497,4.077822685241699,-0.630373477935791,2.1846539974212646,-0.2671213150024414,0,1,0.06394339352846146,0.3871642053127289,0.2966495454311371,3.0978353023529053,0.8524177074432373,0.5430872440338135
99,21,turn_on_lightbulb,2.8732573986053467,2.650397539138794,2.650397539138794,0.5694136619567871,1.9112129211425781,0.03613889217376709,1,1,0.021947788074612617,0.4826112687587738,0.14677675068378448,1.9554132223129272,0.039830684661865234,0.192429780960083
100,21,lift_red_block_table,3.305907726287842,3.925847291946411,4.500836372375488,-0.23514175415039062,2.862837314605713,-0.6661860942840576,0,0,0.02659762091934681,0.4091604948043823,0.5735650062561035,3.4849720001220703,-0.7321972846984863,-0.3151834011077881
101,21,lift_blue_block_slider,2.3531649112701416,3.130159854888916,3.152702569961548,0.5864675045013428,2.4254586696624756,-0.06382393836975098,1,1,0.011918671429157257,0.1233377754688263,0.16285863518714905,2.695432186126709,1.2999777793884277,0.7772562503814697
102,21,place_in_slider,3.2998085021972656,4.036904335021973,5.769077777862549,-1.2298212051391602,3.904869556427002,-1.2937557697296143,0,0,0.025928616523742676,0.8536865711212158,0.2134234607219696,2.9013071060180664,-2.411177158355713,-1.186232566833496
103,21,turn_on_lightbulb,3.5426442623138428,3.509706974029541,4.01987886428833,-0.433502197265625,2.647643804550171,-1.0849673748016357,0,0,0.030803605914115906,0.4196701645851135,0.20491507649421692,1.8021516799926758,-0.850956916809082,-1.0743532180786133
104,21,place_in_slider,3.1756856441497803,3.7057533264160156,4.142307281494141,0.19900035858154297,2.9271140098571777,-0.439349889755249,1,0,0.050094977021217346,0.3731066584587097,0.7556816339492798,3.9227280616760254,-0.39575767517089844,-0.6894404888153076
105,21,turn_off_lightbulb,2.4787638187408447,2.551300048828125,2.551300048828125,0.8093326091766357,1.8230232000350952,0.3358110189437866,1,1,0.009054549969732761,0.48338115215301514,0.18563245236873627,1.9208167791366577,0.08094358444213867,0.01438891887664795
106,21,place_in_slider,2.8506741523742676,3.1984033584594727,5.609729290008545,-2.242908000946045,3.837960720062256,-1.3181414604187012,0,0,0.015363809652626514,0.7139257192611694,0.27981796860694885,2.4435477256774902,-3.0544843673706055,-1.7976667881011963
