model,H2_full,H4_decoded,endpoint,continuity
Flow_S0_History-CFM,0.8855108022689819,0.05509452521800995,0.3371539171502093,0.22364118695259094
Flow_S0_Prior-CFM,0.914461076259613,0.04923321679234505,0.3210966765842554,0.19868353009223938
State_S0_RAT-C,0.9052361249923706,0.04850242659449577,0.4237861811091325,0.20766054093837738
