metric,Wave21_B1,GA_lambda_0.03,GA_lambda_0.1,GA_lambda_0.3,Wave22_cycle4,language_prototype,goal_core_retrieval
RedirectGain,0.20005632936954498,0.196513369679451,0.18999731540679932,0.16942283511161804,0.08470212668180466,0.5660341382026672,0.34491920471191406
Execution_RedirectGain,0.11849243193864822,0.11445684731006622,0.11250250041484833,0.114129438996315,0.25290632247924805,0.5372394323348999,0.40047013759613037
endpoint_macro_accuracy,0.4724220623501199,0.46522781774580335,0.4580335731414868,0.4220623501199041,0.36810551558752996,0.8333333333333334,0.4904076738609113
decode_reencode_macro_accuracy,0.40887290167865703,0.39688249400479614,0.40167865707434053,0.35611510791366907,0.36810551558752996,0.5,0.4556354916067146
H2_full_MSE,0.6943433880805969,0.6900017261505127,0.6821092963218689,0.6668778657913208,0.7583666443824768,0.6779637932777405,1.6893470287322998
H4_decoded_action_MSE,0.041534315794706345,0.04147009551525116,0.0412505641579628,0.04033039137721062,0.04136740043759346,0.04999558627605438,0.06833934783935547
goal_core_margin,-0.05077991262078285,-0.05737410858273506,-0.06951136142015457,-0.08598499745130539,-0.3769332468509674,0.1221727505326271,-0.036581557244062424
cycle_residual,2.9178214073181152,2.9170167446136475,2.9275920391082764,2.8404505252838135,0.2621991038322449,2.9573848247528076,0.5281623005867004
continuity_error,0.4373498260974884,0.43485403060913086,0.4299822449684143,0.4214075803756714,0.43734830617904663,0.3718990683555603,0.4397282302379608
