sample,session,goal,horizon,mean_source_distance,mean_neighbor_displacement_cosine,D2_cosine
24,3,turn_off_lightbulb,4,4.668313503265381,0.41127485036849976,0.7661550641059875
25,3,lift_blue_block_slider,4,5.711239814758301,0.35335105657577515,0.6787310838699341
26,3,turn_on_lightbulb,4,3.471411943435669,0.2920258641242981,0.6702678203582764
27,3,place_in_slider,4,3.7243523597717285,0.5469411611557007,0.8155020475387573
28,3,turn_off_lightbulb,4,4.614678859710693,0.48331794142723083,0.8043181896209717
29,3,turn_on_lightbulb,4,4.3355302810668945,0.3583599030971527,0.8709808588027954
30,3,place_in_slider,4,4.488783836364746,0.3890894055366516,0.5726432204246521
31,3,turn_off_lightbulb,4,6.558995723724365,0.03331257030367851,0.2765073776245117
32,3,place_in_slider,4,3.8989386558532715,0.6195855140686035,0.877434492111206
33,3,push_pink_block_right,4,5.298426628112793,0.30860111117362976,0.6830523014068604
34,3,place_in_slider,4,4.202823162078857,0.44491028785705566,0.7167492508888245
35,10,place_in_slider,4,3.4785008430480957,0.5720382332801819,0.8447871208190918
36,10,turn_off_lightbulb,4,3.9125514030456543,0.5247117280960083,0.8387649059295654
37,10,lift_blue_block_slider,4,5.204770088195801,0.24111656844615936,0.6326363682746887
38,10,place_in_slider,4,3.6211555004119873,0.5704885125160217,0.9134722352027893
39,10,lift_red_block_table,4,5.681212425231934,0.20312535762786865,0.6184423565864563
40,10,push_pink_block_right,4,4.098728656768799,0.2748153805732727,0.7425228357315063
41,10,lift_red_block_table,4,4.3352742195129395,0.17235490679740906,0.5623214244842529
42,10,place_in_slider,4,3.6480000019073486,0.58261638879776,0.9075307846069336
43,10,turn_off_lightbulb,4,3.7095608711242676,0.5047639012336731,0.7417498230934143
44,10,push_pink_block_right,4,4.2984795570373535,0.2237260639667511,0.6811255216598511
45,10,turn_off_lightbulb,4,4.091378211975098,0.3175332248210907,0.6463189125061035
46,10,turn_on_lightbulb,4,6.786690711975098,0.10331732034683228,0.23674353957176208
47,10,lift_red_block_table,4,4.986090660095215,0.046768058091402054,0.33822453022003174
48,10,turn_off_lightbulb,4,7.134694576263428,0.2605285346508026,0.6404820084571838
49,10,turn_on_lightbulb,4,2.9954941272735596,0.22054839134216309,0.4029311239719391
