sample,session,goal,horizon,mean_source_distance,mean_neighbor_displacement_cosine,D2_cosine
50,10,push_pink_block_right,4,4.332320213317871,0.3113119602203369,0.6756066083908081
51,10,turn_on_lightbulb,4,2.9750161170959473,0.06430657207965851,0.09367074072360992
52,10,lift_blue_block_slider,4,3.4847843647003174,0.38871240615844727,0.7638963460922241
53,10,turn_off_lightbulb,4,6.375470161437988,0.3777800500392914,0.6739571690559387
54,10,turn_on_lightbulb,4,3.0995185375213623,0.3736041784286499,0.8177294731140137
55,10,turn_off_lightbulb,4,3.4002578258514404,-0.1343841701745987,-0.23449188470840454
56,10,place_in_slider,4,3.7885241508483887,0.5510503649711609,0.8504530191421509
57,10,lift_red_block_table,4,4.786089897155762,0.13954713940620422,0.5686431527137756
58,10,place_in_slider,4,3.829663038253784,0.6076623201370239,0.877940833568573
59,10,lift_red_block_table,4,4.57366418838501,0.3341589868068695,0.7381740212440491
60,10,turn_on_lightbulb,4,4.339343547821045,0.2732618451118469,0.7750243544578552
61,10,place_in_slider,4,4.163318634033203,0.5740650296211243,0.8596033453941345
62,20,turn_off_lightbulb,4,3.9723639488220215,0.5228334665298462,0.7962655425071716
63,20,push_pink_block_right,4,5.68890905380249,0.09288419783115387,0.22113345563411713
64,20,lift_red_block_table,4,4.636343479156494,0.2730644941329956,0.6038145422935486
65,20,turn_on_lightbulb,4,4.933037757873535,0.23003196716308594,0.7391719222068787
66,20,turn_off_lightbulb,4,5.535839080810547,0.25618448853492737,0.45960453152656555
67,20,lift_red_block_table,4,4.282834053039551,0.0696880966424942,0.011051546782255173
68,20,place_in_slider,4,3.9125781059265137,0.5353195071220398,0.8289670944213867
69,20,push_pink_block_right,4,4.472760200500488,0.22800478339195251,0.6348696351051331
70,20,turn_off_lightbulb,4,3.5829849243164062,0.5641071200370789,0.844728410243988
71,20,push_pink_block_right,4,5.138917446136475,0.22482314705848694,0.6348963975906372
72,20,place_in_slider,4,3.7778446674346924,0.3902275264263153,0.6621086597442627
73,21,lift_blue_block_slider,4,4.639946460723877,0.4877769351005554,0.816914439201355
74,21,lift_red_block_table,4,4.034428596496582,0.2762013077735901,0.837804913520813
75,21,place_in_slider,4,3.3883328437805176,0.6699090600013733,0.9338782429695129
76,21,turn_on_lightbulb,4,2.7417283058166504,0.254273921251297,0.5695313215255737
77,21,turn_off_lightbulb,4,4.054813385009766,0.5381969809532166,0.8542713522911072
78,21,turn_on_lightbulb,4,3.9268085956573486,0.2023170441389084,0.7181029319763184
79,21,push_pink_block_right,4,5.353358745574951,0.3702804446220398,0.7830663919448853
80,21,place_in_slider,4,3.0548622608184814,0.5972025990486145,0.8461160659790039
81,21,turn_on_lightbulb,4,3.6667213439941406,0.005269368179142475,0.01679329015314579
82,21,lift_blue_block_slider,4,4.311428546905518,0.2640012800693512,0.4674397110939026
83,21,turn_off_lightbulb,4,4.508633613586426,0.46867847442626953,0.8141236305236816
84,21,push_pink_block_right,4,5.4371771812438965,0.26057347655296326,0.8706293702125549
85,21,turn_off_lightbulb,4,4.094329833984375,0.36372798681259155,0.7191308736801147
86,21,push_pink_block_right,4,5.278273582458496,0.12969247996807098,0.37505531311035156
87,21,place_in_slider,4,4.4325056076049805,0.2842606008052826,0.44312065839767456
88,21,lift_red_block_table,4,4.300070762634277,0.27260565757751465,0.8073428273200989
89,21,place_in_slider,4,3.5121188163757324,0.5852423906326294,0.8905555605888367
90,21,turn_off_lightbulb,4,3.5814807415008545,0.5955728888511658,0.8671321272850037
91,21,place_in_slider,4,3.871875762939453,0.42995786666870117,0.6329180598258972
92,21,turn_on_lightbulb,4,4.619962692260742,0.39368873834609985,0.9017748236656189
93,21,lift_blue_block_slider,4,4.714603900909424,0.34731122851371765,0.6833708882331848
94,21,push_pink_block_right,4,5.045737266540527,0.21627521514892578,0.6593983769416809
95,21,turn_on_lightbulb,4,2.9295856952667236,0.2746141850948334,0.5715596675872803
96,21,lift_blue_block_slider,4,4.075942039489746,0.3392249047756195,0.6478402614593506
97,21,lift_red_block_table,4,4.645026206970215,0.23302364349365234,0.6951146125793457
98,21,place_in_slider,4,4.7974395751953125,0.43879589438438416,0.7244929075241089
99,21,turn_on_lightbulb,4,3.654850721359253,0.20889727771282196,0.5921438336372375
100,21,lift_red_block_table,4,4.251870155334473,0.35905492305755615,0.8189334273338318
101,21,lift_blue_block_slider,4,3.9176058769226074,0.2605576515197754,0.5155446529388428
102,21,place_in_slider,4,4.452220439910889,0.5275115966796875,0.8159617781639099
103,21,turn_on_lightbulb,4,4.584624767303467,0.3902141749858856,0.8960550427436829
104,21,place_in_slider,4,3.9395687580108643,0.588952898979187,0.8793063163757324
105,21,turn_off_lightbulb,4,4.746855735778809,0.4330926537513733,0.7563835382461548
106,21,place_in_slider,4,2.845829486846924,0.6210026741027832,0.8868980407714844
107,25,lift_blue_block_slider,4,5.122994422912598,0.4425157904624939,0.8135101795196533
108,25,place_in_slider,4,3.2790229320526123,0.4767967760562897,0.6722916960716248
109,25,turn_on_lightbulb,4,4.197613716125488,0.3465065360069275,0.8514323234558105
110,25,turn_off_lightbulb,4,3.84100604057312,0.4479256570339203,0.8166769742965698
111,25,lift_red_block_table,4,6.302628517150879,0.23892903327941895,0.7561271786689758
112,25,turn_on_lightbulb,4,3.2333426475524902,0.3328087329864502,0.71706223487854
113,25,lift_blue_block_slider,4,4.755268096923828,0.3150862157344818,0.6204083561897278
114,25,turn_off_lightbulb,4,3.541735887527466,0.5020760893821716,0.751929759979248
115,25,lift_blue_block_slider,4,4.926383018493652,0.4423246383666992,0.774341344833374
116,25,place_in_slider,4,3.5701377391815186,0.5806834697723389,0.8333859443664551
117,25,turn_on_lightbulb,4,4.271069049835205,0.28546494245529175,0.8260483741760254
118,25,turn_off_lightbulb,4,4.295169830322266,0.5849870443344116,0.8646499514579773
119,25,lift_red_block_table,4,4.3461503982543945,0.31150877475738525,0.7256247401237488
120,25,lift_blue_block_slider,4,4.021613121032715,0.4693380296230316,0.7709642052650452
121,25,turn_on_lightbulb,4,4.255890369415283,0.4090096354484558,0.9490576386451721
122,29,turn_off_lightbulb,4,4.136916637420654,0.564527153968811,0.8631477952003479
123,29,place_in_slider,4,3.6060378551483154,0.40005359053611755,0.6590343117713928
124,29,turn_on_lightbulb,4,2.9275927543640137,0.18219003081321716,0.471123069524765
125,29,lift_red_block_table,4,4.068875312805176,0.2675696313381195,0.7090845108032227
126,29,place_in_slider,4,3.2272133827209473,0.5774433016777039,0.8355891108512878
127,29,lift_blue_block_slider,4,3.535512924194336,0.33750274777412415,0.6471790075302124
128,29,place_in_slider,4,3.609973192214966,0.6594274044036865,0.9522575736045837
129,29,push_pink_block_right,4,3.291508913040161,0.26660647988319397,0.7063758969306946
130,29,place_in_slider,4,3.8796424865722656,0.5370588898658752,0.8358511328697205
131,29,lift_red_block_table,4,5.051883697509766,0.1966770589351654,0.5582113862037659
132,29,lift_blue_block_slider,4,4.364034175872803,0.3171348571777344,0.6448361277580261
133,29,turn_on_lightbulb,4,4.460686683654785,0.16001290082931519,0.38181182742118835
134,29,push_pink_block_right,4,6.068255424499512,0.1491030752658844,0.5185917615890503
135,29,lift_blue_block_slider,4,3.988635301589966,0.45966142416000366,0.8483771681785583
136,29,turn_off_lightbulb,4,3.595397472381592,0.5552419424057007,0.8094038367271423
137,29,lift_red_block_table,4,4.228980541229248,0.2701244056224823,0.6469045281410217
138,29,turn_on_lightbulb,4,2.9669301509857178,0.18961672484874725,0.44642120599746704
