sample,session,goal,horizon,HorizonCoreGain,D2_full_cosine,D2_execution_cosine,D2_full_mse,goal_mean_full_mse,D2_execution_mse,goal_mean_execution_mse
69,20,push_pink_block_right,2,-2.091907024383545,0.8849672675132751,0.7684339880943298,0.6917403936386108,0.9681354761123657,0.8220828175544739,0.6105941534042358
70,20,turn_off_lightbulb,2,-0.45389461517333984,0.8625736236572266,0.848146378993988,0.33354490995407104,0.7044510245323181,0.31472402811050415,0.8690328001976013
71,20,push_pink_block_right,2,-1.5416388511657715,0.6954919099807739,0.7363893389701843,2.705810546875,4.038538932800293,3.2932071685791016,5.570552349090576
72,20,place_in_slider,2,-0.6324076652526855,0.6185895204544067,0.7752008438110352,2.512611150741577,2.3332886695861816,1.8044252395629883,2.3297104835510254
73,21,lift_blue_block_slider,2,-1.2224435806274414,0.8771904706954956,0.7509487867355347,0.7043090462684631,1.4866784811019897,0.5634956359863281,1.1068084239959717
74,21,lift_red_block_table,2,-0.9364187717437744,0.798039972782135,0.8656865954399109,0.41399043798446655,0.5493276715278625,0.34520289301872253,0.5811691880226135
75,21,place_in_slider,2,-0.6409525871276855,0.8961847424507141,0.9109311699867249,0.9813655614852905,2.1723179817199707,0.7045654058456421,1.9479644298553467
76,21,turn_on_lightbulb,2,-0.5946073532104492,0.7639363408088684,0.8673452734947205,0.5220034122467041,0.5387936234474182,0.4088379144668579,0.699334442615509
77,21,turn_off_lightbulb,2,-0.5471935272216797,0.7264195084571838,0.5063254833221436,0.7579532861709595,1.141926646232605,1.2356736660003662,1.7950258255004883
78,21,turn_on_lightbulb,2,-1.1134886741638184,0.6970652937889099,0.9183789491653442,0.44533538818359375,0.45751410722732544,0.18174466490745544,0.29795849323272705
