candidate,dev_H4_decoded,dev_redirect,test_W27_H4_decoded,test_W27_redirect,test_W27_continuity
S2_q8_C1_pca_FF4_state_conditioned,1.3222087621688843,0.11093413084745407,1.6510827541351318,0.3776165544986725,2.7046560049057007
S3_q2_FF5_nonlinear,1.3499071598052979,0.017203476279973984,1.7222346067428589,0.02423492236994207,2.7392470836639404
S4_q2_C3_block_separable,1.3508049249649048,0.0016366270137950778,1.7192902565002441,0.006505731726065278,2.755494236946106
E_E4_antisymmetric,1.3435678482055664,0.019203411415219307,1.7148867845535278,0.00780525803565979,2.7340095043182373
L_G,1.3503222465515137,0.006922063417732716,1.717686653137207,0.01608266681432724,2.7544749975204468
CTRL_full_rank,1.3343162536621094,0.07287928462028503,1.711112380027771,0.15899452567100525,2.68801486492157
BACKBONE_F1_q2,1.2472440004348755,0.008529783226549625,1.7173258662223816,0.01869172416627407,2.7527886629104614
BACKBONE_F2_q2,1.2522704601287842,0.009085322730243206,1.5941163301467896,0.016181025188416243,2.5525280237197876
