sample,session,goal,horizon,target_distance,margin,region_rank,semantic_rank,semantic_top1,semantic_cosine_margin
67,8,turn_on_lightbulb,4,3.4314396381378174,0.14020872116088867,1,1,1,0.0529240220785141
68,8,place_in_slider,0,4.3917765617370605,-0.8245277404785156,5,5,0,-0.29305773973464966
68,8,place_in_slider,1,3.069176197052002,-0.29521989822387695,2,2,0,-0.14591467380523682
68,8,place_in_slider,2,3.9313552379608154,-0.17200660705566406,3,1,1,0.07382655143737793
68,8,place_in_slider,4,4.863423824310303,-1.2185659408569336,6,6,0,-0.37420862913131714
69,14,place_in_slider,0,7.338332176208496,-4.194903373718262,6,6,0,-0.9830480217933655
69,14,place_in_slider,1,3.393994092941284,-0.07018542289733887,3,1,1,0.022604063153266907
69,14,place_in_slider,2,2.818202018737793,0.23996424674987793,1,1,1,0.23469364643096924
69,14,place_in_slider,4,4.5370588302612305,-0.5585012435913086,4,6,0,-0.3559473752975464
70,14,turn_off_lightbulb,0,7.028725624084473,-0.3700752258300781,3,4,0,-0.1547810435295105
70,14,turn_off_lightbulb,1,4.0094404220581055,0.03597831726074219,1,3,0,-0.16229867935180664
70,14,turn_off_lightbulb,2,3.8450019359588623,-0.2813906669616699,2,2,0,-0.16496717929840088
70,14,turn_off_lightbulb,4,3.2974255084991455,0.5603587627410889,1,3,0,-0.042631685733795166
71,14,turn_on_lightbulb,0,5.1235761642456055,-2.3862016201019287,4,4,0,-0.2326313704252243
71,14,turn_on_lightbulb,1,4.702989101409912,-0.04983949661254883,2,3,0,-0.0904468297958374
71,14,turn_on_lightbulb,2,3.272829532623291,0.03880143165588379,1,1,1,0.04937213659286499
71,14,turn_on_lightbulb,4,3.8205628395080566,-0.1942424774169922,2,4,0,-0.07193222641944885
72,14,place_in_slider,0,8.314455032348633,-4.961430549621582,6,6,0,-0.7086503505706787
72,14,place_in_slider,1,4.296676158905029,-0.7409446239471436,5,2,0,-0.04300394654273987
72,14,place_in_slider,2,3.0169637203216553,0.7244329452514648,1,1,1,0.2072228193283081
72,14,place_in_slider,4,4.316829204559326,-0.4094552993774414,4,6,0,-0.2935400605201721
73,14,lift_red_block_table,0,4.046511650085449,-0.8851344585418701,4,2,0,-0.014804646372795105
73,14,lift_red_block_table,1,3.3909716606140137,-0.45603156089782715,4,4,0,-0.10535429418087006
73,14,lift_red_block_table,2,3.7871506214141846,-0.4782898426055908,4,1,1,0.008450880646705627
73,14,lift_red_block_table,4,4.266664028167725,-0.2163681983947754,3,1,1,0.016233712434768677
74,14,place_in_slider,0,3.7337214946746826,-0.6337995529174805,2,4,0,-0.29245641827583313
74,14,place_in_slider,1,3.889139175415039,-0.12393450736999512,2,1,1,0.20831766724586487
74,14,place_in_slider,2,4.289553642272949,0.03235769271850586,1,4,0,-0.08943185210227966
74,14,place_in_slider,4,5.123807430267334,-1.4369230270385742,6,6,0,-0.45732632279396057
75,14,turn_on_lightbulb,0,3.260097026824951,-0.49393177032470703,2,2,0,-0.28258416056632996
75,14,turn_on_lightbulb,1,4.441719055175781,-0.05393505096435547,3,3,0,-0.04341772198677063
75,14,turn_on_lightbulb,2,3.1226632595062256,0.1372973918914795,1,1,1,0.0014485418796539307
75,14,turn_on_lightbulb,4,2.5857834815979004,0.3258826732635498,1,2,0,-0.01877009868621826
76,14,place_in_slider,0,7.666363716125488,-4.367656707763672,6,6,0,-0.9879589676856995
76,14,place_in_slider,1,3.529420852661133,0.031111955642700195,1,1,1,0.05533313751220703
76,14,place_in_slider,2,2.6779816150665283,0.24399614334106445,1,1,1,0.33829009532928467
76,14,place_in_slider,4,4.208096504211426,0.034282684326171875,1,6,0,-0.299214631319046
77,14,turn_off_lightbulb,0,7.121671199798584,-0.44824647903442383,3,2,0,-0.047421395778656006
77,14,turn_off_lightbulb,1,4.911602973937988,-0.0722198486328125,2,3,0,-0.0934852659702301
77,14,turn_off_lightbulb,2,4.183659076690674,0.532102108001709,1,2,0,-0.09837120771408081
77,14,turn_off_lightbulb,4,4.244307041168213,-0.24866342544555664,2,2,0,-0.048675745725631714
78,14,place_in_slider,0,6.787293434143066,-2.7653422355651855,6,6,0,-0.650242030620575
78,14,place_in_slider,1,3.2663798332214355,0.24882793426513672,1,1,1,0.11800912022590637
78,14,place_in_slider,2,3.9076476097106934,0.3387579917907715,1,1,1,0.09918996691703796
78,14,place_in_slider,4,5.6129584312438965,-1.6165926456451416,6,6,0,-0.4768080413341522
79,14,push_pink_block_right,0,5.836548805236816,-1.8127918243408203,6,6,0,-0.15346577763557434
79,14,push_pink_block_right,1,4.1273908615112305,-0.9271855354309082,5,5,0,-0.1470322459936142
79,14,push_pink_block_right,2,3.5900871753692627,-0.1631481647491455,3,1,1,0.1444774568080902
79,14,push_pink_block_right,4,4.223344802856445,-0.5779094696044922,3,4,0,-0.03040650486946106
80,14,place_in_slider,0,4.5793585777282715,-0.8752336502075195,3,5,0,-0.3022092580795288
80,14,place_in_slider,1,3.578800678253174,0.42410898208618164,1,1,1,0.17704078555107117
80,14,place_in_slider,2,3.099628210067749,0.7267611026763916,1,1,1,0.3111136853694916
80,14,place_in_slider,4,5.132462501525879,-1.523740530014038,6,6,0,-0.45658472180366516
81,14,turn_off_lightbulb,0,4.386967182159424,-1.9112186431884766,5,3,0,-0.5193148851394653
81,14,turn_off_lightbulb,1,4.788336277008057,-0.028378963470458984,2,1,1,0.006299346685409546
81,14,turn_off_lightbulb,2,2.969738483428955,0.5898609161376953,1,2,0,-0.02778664231300354
81,14,turn_off_lightbulb,4,2.303696870803833,0.864473819732666,1,1,1,0.16396912932395935
82,14,lift_red_block_table,0,4.544235706329346,-0.11815357208251953,2,1,1,0.08085240423679352
82,14,lift_red_block_table,1,3.9933459758758545,-0.0768730640411377,2,1,1,0.12511810660362244
82,14,lift_red_block_table,2,3.5208098888397217,-0.055373430252075195,2,2,0,-0.06444191932678223
82,14,lift_red_block_table,4,3.6783833503723145,-0.058073997497558594,3,1,1,0.021538183093070984
83,14,turn_on_lightbulb,0,6.211001396179199,-1.0272736549377441,5,4,0,-0.16717611253261566
83,14,turn_on_lightbulb,1,5.182598114013672,-0.5092229843139648,4,4,0,-0.05398748815059662
83,14,turn_on_lightbulb,2,3.7822608947753906,0.09111332893371582,1,1,1,0.0004142671823501587
83,14,turn_on_lightbulb,4,3.0165913105010986,0.6997931003570557,1,2,0,-0.08210095763206482
84,14,lift_blue_block_slider,0,4.7167558670043945,-0.3749046325683594,2,3,0,-0.0342128723859787
84,14,lift_blue_block_slider,1,4.7599287033081055,0.24624872207641602,1,4,0,-0.1102408915758133
84,14,lift_blue_block_slider,2,4.796133995056152,-0.6322569847106934,6,4,0,-0.15926316380500793
84,14,lift_blue_block_slider,4,4.335054397583008,-0.05390453338623047,3,2,0,-0.0652351975440979
85,14,place_in_slider,0,3.968532085418701,-0.6866207122802734,5,6,0,-0.5425069332122803
85,14,place_in_slider,1,3.0474159717559814,0.2964904308319092,1,1,1,0.25996196269989014
85,14,place_in_slider,2,3.8786869049072266,0.43962669372558594,1,3,0,-0.03579585254192352
85,14,place_in_slider,4,5.138107776641846,-1.6679177284240723,6,6,0,-0.37982508540153503
86,14,lift_blue_block_slider,0,6.2414140701293945,-0.7232990264892578,4,1,1,0.030377492308616638
86,14,lift_blue_block_slider,1,5.300225734710693,-0.6116452217102051,4,2,0,-0.010668858885765076
86,14,lift_blue_block_slider,2,3.9392032623291016,-0.5044376850128174,4,1,1,0.0852997899055481
86,14,lift_blue_block_slider,4,3.2892651557922363,0.5310461521148682,1,1,1,0.17909330129623413
87,14,lift_red_block_table,0,4.559939384460449,-1.5667996406555176,2,3,0,-0.07639354467391968
87,14,lift_red_block_table,1,4.451854705810547,0.5287103652954102,1,1,1,0.1600242257118225
87,14,lift_red_block_table,2,3.1420273780822754,0.7791996002197266,1,1,1,0.22320102155208588
87,14,lift_red_block_table,4,3.5727295875549316,-0.11691975593566895,2,1,1,0.09871682524681091
88,14,turn_off_lightbulb,0,3.894758701324463,-0.2454698085784912,3,1,1,0.04421529173851013
88,14,turn_off_lightbulb,1,3.035395383834839,0.38146138191223145,1,2,0,-0.054929524660110474
88,14,turn_off_lightbulb,2,3.318490505218506,0.5062580108642578,1,1,1,0.08926686644554138
88,14,turn_off_lightbulb,4,3.267092227935791,0.7102560997009277,1,2,0,-0.00576820969581604
89,14,lift_red_block_table,0,5.867868423461914,-1.2973699569702148,5,2,0,-0.09420318901538849
89,14,lift_red_block_table,1,4.207594871520996,0.12663936614990234,1,1,1,0.012272164225578308
89,14,lift_red_block_table,2,3.2792396545410156,-0.07747268676757812,2,3,0,-0.05406574904918671
89,14,lift_red_block_table,4,3.594935655593872,-0.1572742462158203,2,1,1,0.005943790078163147
90,14,turn_on_lightbulb,0,2.8154287338256836,-1.8721604347229004,2,4,0,-0.6136638522148132
90,14,turn_on_lightbulb,1,4.309162139892578,-0.6694748401641846,5,2,0,-0.0317235141992569
90,14,turn_on_lightbulb,2,3.053839683532715,0.15836739540100098,1,2,0,-0.025595784187316895
90,14,turn_on_lightbulb,4,2.02299165725708,0.8466215133666992,1,3,0,-0.015155479311943054
91,14,place_in_slider,0,8.12667465209961,-5.000903606414795,6,6,0,-0.7947686910629272
91,14,place_in_slider,1,3.7974536418914795,-0.5161821842193604,5,2,0,-0.04913590848445892
91,14,place_in_slider,2,2.805738687515259,0.07758069038391113,1,1,1,0.12094718217849731
91,14,place_in_slider,4,4.062911033630371,0.019569873809814453,1,5,0,-0.2190627157688141
92,14,push_pink_block_right,0,5.997451305389404,-1.998450756072998,6,4,0,-0.25535449385643005
92,14,push_pink_block_right,1,4.722422122955322,-0.6682653427124023,5,4,0,-0.2680615484714508
92,14,push_pink_block_right,2,3.6464266777038574,-0.019982337951660156,2,1,1,0.029057204723358154
92,14,push_pink_block_right,4,4.2940192222595215,-0.35139036178588867,3,3,0,-0.07858860492706299
93,14,turn_on_lightbulb,0,3.3734259605407715,-0.6381034851074219,3,5,0,-0.49359583854675293
93,14,turn_on_lightbulb,1,4.568943977355957,-0.6722331047058105,5,2,0,-0.005111560225486755
93,14,turn_on_lightbulb,2,3.054091691970825,0.19463562965393066,1,1,1,0.02058681845664978
93,14,turn_on_lightbulb,4,2.5902397632598877,0.11583137512207031,1,2,0,-0.0013691186904907227
94,14,lift_red_block_table,0,5.003233909606934,-0.5472011566162109,4,2,0,-0.019535735249519348
94,14,lift_red_block_table,1,3.7347865104675293,0.12758493423461914,1,1,1,0.11881838738918304
94,14,lift_red_block_table,2,2.8847146034240723,0.22044682502746582,1,1,1,0.11198799312114716
94,14,lift_red_block_table,4,3.2700564861297607,0.08050704002380371,1,1,1,0.10562585294246674
95,14,place_in_slider,0,3.8557651042938232,-0.12065005302429199,2,3,0,-0.06435535848140717
95,14,place_in_slider,1,2.880042791366577,0.7001433372497559,1,1,1,0.22302865982055664
95,14,place_in_slider,2,3.696326494216919,0.5206172466278076,1,1,1,0.33507004380226135
95,14,place_in_slider,4,5.565846920013428,-1.7242071628570557,6,6,0,-0.5186628103256226
96,14,turn_off_lightbulb,0,4.790989875793457,-1.187108039855957,2,3,0,-0.054333120584487915
96,14,turn_off_lightbulb,1,3.4105300903320312,-0.016182422637939453,2,2,0,-0.06341838836669922
96,14,turn_off_lightbulb,2,2.694603443145752,0.8936648368835449,1,2,0,-0.08462095260620117
96,14,turn_off_lightbulb,4,2.090022563934326,0.8394069671630859,1,2,0,-0.004831969738006592
97,14,lift_red_block_table,0,4.137847423553467,-2.214557409286499,6,4,0,-0.3000142276287079
97,14,lift_red_block_table,1,4.041881084442139,-0.7186129093170166,6,5,0,-0.16316068172454834
97,14,lift_red_block_table,2,3.936525821685791,0.3514595031738281,1,1,1,0.08154430985450745
97,14,lift_red_block_table,4,3.631563186645508,-0.033736467361450195,3,1,1,0.11729070544242859
98,14,place_in_slider,0,3.4737319946289062,-0.3400852680206299,3,4,0,-0.1388455033302307
98,14,place_in_slider,1,3.0931687355041504,0.0745856761932373,1,1,1,0.02670466899871826
98,14,place_in_slider,2,3.9754605293273926,0.4446096420288086,1,4,0,-0.07204902172088623
98,14,place_in_slider,4,4.873320579528809,-1.3904168605804443,6,6,0,-0.43061864376068115
99,14,lift_blue_block_slider,0,5.191400527954102,-2.321955442428589,6,5,0,-0.5510611534118652
99,14,lift_blue_block_slider,1,4.658417224884033,-0.7555897235870361,5,5,0,-0.06615075469017029
99,14,lift_blue_block_slider,2,3.026496410369873,0.4970242977142334,1,1,1,0.09327530860900879
99,14,lift_blue_block_slider,4,3.0750341415405273,0.37543249130249023,1,1,1,0.15221264958381653
100,14,lift_red_block_table,0,3.4944186210632324,0.4984006881713867,1,1,1,0.052255779504776
100,14,lift_red_block_table,1,4.970200538635254,-0.14141273498535156,2,1,1,0.026606515049934387
100,14,lift_red_block_table,2,3.621523380279541,-0.009995698928833008,2,2,0,-0.03646516799926758
100,14,lift_red_block_table,4,3.386056423187256,0.008189201354980469,1,1,1,0.06850853562355042
101,24,lift_red_block_table,0,4.022956371307373,-1.9410936832427979,4,6,0,-0.439253568649292
101,24,lift_red_block_table,1,4.290947914123535,-0.37574052810668945,2,4,0,-0.061720386147499084
101,24,lift_red_block_table,2,3.2827441692352295,0.562516450881958,1,1,1,0.04765582084655762
101,24,lift_red_block_table,4,3.318887710571289,-0.13988256454467773,2,1,1,0.046251773834228516
102,24,place_in_slider,0,8.009683609008789,-4.90370512008667,6,6,0,-0.8651716709136963
102,24,place_in_slider,1,3.932238817214966,-1.1874639987945557,3,2,0,-0.10216113924980164
102,24,place_in_slider,2,3.010632276535034,0.7431774139404297,1,1,1,0.19403743743896484
102,24,place_in_slider,4,3.9884228706359863,0.017087936401367188,1,6,0,-0.2508293390274048
103,24,turn_off_lightbulb,0,5.802889823913574,-1.1417427062988281,3,1,1,0.009938985109329224
103,24,turn_off_lightbulb,1,3.9541289806365967,-0.01650238037109375,2,2,0,-0.08919738233089447
103,24,turn_off_lightbulb,2,3.5056209564208984,0.7281575202941895,1,2,0,-0.07858502864837646
103,24,turn_off_lightbulb,4,3.076730251312256,1.222726821899414,1,3,0,-0.014705687761306763
104,24,lift_red_block_table,0,5.436095237731934,0.8536128997802734,1,1,1,0.14115700125694275
104,24,lift_red_block_table,1,4.2285566329956055,0.8211069107055664,1,1,1,0.13915830850601196
104,24,lift_red_block_table,2,3.8743560314178467,0.11971354484558105,1,1,1,0.06188857555389404
104,24,lift_red_block_table,4,3.9559147357940674,-0.06041455268859863,3,3,0,-0.09540234506130219
105,24,turn_on_lightbulb,0,6.825935363769531,-0.28110218048095703,4,5,0,-0.2125629484653473
105,24,turn_on_lightbulb,1,3.9968464374542236,0.15015292167663574,1,2,0,-0.018176525831222534
105,24,turn_on_lightbulb,2,3.2714169025421143,0.308347225189209,1,1,1,0.11102207005023956
105,24,turn_on_lightbulb,4,3.3780109882354736,0.2711665630340576,1,2,0,-0.042328327894210815
106,24,lift_blue_block_slider,0,5.792832374572754,-1.3942022323608398,4,5,0,-0.08009457588195801
106,24,lift_blue_block_slider,1,4.059542655944824,0.04957389831542969,1,2,0,-0.09106916189193726
106,24,lift_blue_block_slider,2,3.037424325942993,0.22014284133911133,1,1,1,0.12488210201263428
106,24,lift_blue_block_slider,4,3.013214349746704,1.0197298526763916,1,1,1,0.0019563138484954834
107,24,place_in_slider,0,5.239838600158691,-0.8924169540405273,5,3,0,-0.010869994759559631
107,24,place_in_slider,1,3.9946625232696533,0.11596274375915527,1,1,1,0.10151112079620361
107,24,place_in_slider,2,3.0853469371795654,0.5209324359893799,1,1,1,0.12206527590751648
107,24,place_in_slider,4,4.529790878295898,-0.5627970695495605,6,6,0,-0.2239822894334793
108,24,push_pink_block_right,0,6.020946025848389,-0.9557523727416992,3,3,0,-0.0274713933467865
108,24,push_pink_block_right,1,5.660244941711426,-0.9122428894042969,6,3,0,-0.05742770433425903
108,24,push_pink_block_right,2,4.749988079071045,-0.7485857009887695,5,3,0,-0.09454715251922607
108,24,push_pink_block_right,4,2.9445548057556152,0.8708679676055908,1,1,1,0.16267164051532745
109,24,turn_on_lightbulb,0,5.125268936157227,-2.02384614944458,6,5,0,-0.21236486732959747
109,24,turn_on_lightbulb,1,4.6541266441345215,-0.35894060134887695,3,1,1,0.023202523589134216
109,24,turn_on_lightbulb,2,3.1639742851257324,0.09813117980957031,1,1,1,0.0517459362745285
109,24,turn_on_lightbulb,4,2.339465618133545,0.9617009162902832,1,3,0,-0.1595565676689148
110,24,turn_off_lightbulb,0,4.654702663421631,-2.0117790699005127,5,3,0,-0.4309367835521698
110,24,turn_off_lightbulb,1,4.867831707000732,-0.019363880157470703,2,1,1,0.020564556121826172
110,24,turn_off_lightbulb,2,3.0756726264953613,0.4955301284790039,1,1,1,0.00812956690788269
110,24,turn_off_lightbulb,4,2.8678383827209473,0.05331563949584961,1,1,1,0.17489472031593323
111,24,turn_on_lightbulb,0,5.292365074157715,-1.7155213356018066,6,3,0,-0.23863130807876587
111,24,turn_on_lightbulb,1,4.8812336921691895,-0.3265523910522461,4,1,1,0.022568896412849426
111,24,turn_on_lightbulb,2,3.4334092140197754,0.3193659782409668,1,1,1,0.08108973503112793
111,24,turn_on_lightbulb,4,3.1574394702911377,0.33327174186706543,1,1,1,0.025358736515045166
112,24,turn_off_lightbulb,0,7.655782222747803,-0.7697148323059082,3,2,0,-0.03835424780845642
112,24,turn_off_lightbulb,1,4.310686111450195,0.25388431549072266,1,2,0,-0.11871254444122314
112,24,turn_off_lightbulb,2,3.390023708343506,0.5248119831085205,1,2,0,-0.054406434297561646
112,24,turn_off_lightbulb,4,3.292482376098633,1.1151657104492188,1,2,0,-0.046354830265045166
113,24,push_pink_block_right,0,8.749557495117188,-1.392092227935791,6,6,0,-0.12928664684295654
113,24,push_pink_block_right,1,6.591986179351807,-0.9273653030395508,6,5,0,-0.18450115621089935
113,24,push_pink_block_right,2,5.476933479309082,-0.8303818702697754,5,5,0,-0.4298646152019501
113,24,push_pink_block_right,4,4.378991603851318,0.21138238906860352,1,2,0,-0.026135683059692383
114,24,turn_on_lightbulb,0,6.5625176429748535,-0.00867462158203125,2,1,1,0.0825621634721756
114,24,turn_on_lightbulb,1,5.243561744689941,-0.21178865432739258,2,1,1,0.12690186500549316
114,24,turn_on_lightbulb,2,4.569360256195068,0.13863182067871094,1,1,1,0.09680411219596863
114,24,turn_on_lightbulb,4,3.947993755340576,-0.1476287841796875,2,1,1,0.16289633512496948
115,24,lift_red_block_table,0,5.6990485191345215,-1.1612539291381836,3,1,1,0.02789977192878723
115,24,lift_red_block_table,1,3.946772336959839,0.11565566062927246,1,1,1,0.07296636700630188
115,24,lift_red_block_table,2,3.2513134479522705,-0.05671882629394531,2,3,0,-0.11476926505565643
115,24,lift_red_block_table,4,4.3764824867248535,-0.5590314865112305,4,1,1,0.034176960587501526
116,24,place_in_slider,0,7.493298530578613,-4.0931477546691895,6,6,0,-0.7613303661346436
116,24,place_in_slider,1,3.9733734130859375,-0.5498001575469971,6,6,0,-0.26031509041786194
116,24,place_in_slider,2,3.099392890930176,0.1644883155822754,1,1,1,0.17128661274909973
116,24,place_in_slider,4,4.112773895263672,0.0058383941650390625,1,3,0,-0.1299000382423401
117,24,turn_off_lightbulb,0,4.497951984405518,-0.9922451972961426,4,3,0,-0.04557532072067261
117,24,turn_off_lightbulb,1,4.362052917480469,0.18465566635131836,1,1,1,0.03233596682548523
117,24,turn_off_lightbulb,2,2.6101527214050293,0.8185670375823975,1,1,1,0.047471851110458374
117,24,turn_off_lightbulb,4,2.8049628734588623,0.17549514770507812,1,1,1,0.15597206354141235
118,24,turn_on_lightbulb,0,4.432672023773193,-1.9499387741088867,5,6,0,-0.3171723783016205
118,24,turn_on_lightbulb,1,4.441740989685059,-0.3818821907043457,2,2,0,-0.012389034032821655
118,24,turn_on_lightbulb,2,3.0345778465270996,0.2940831184387207,1,1,1,0.031224429607391357
118,24,turn_on_lightbulb,4,2.4651618003845215,0.86503005027771,1,2,0,-0.15842141211032867
119,24,push_pink_block_right,0,5.671646595001221,-1.7400200366973877,6,6,0,-0.14966361224651337
119,24,push_pink_block_right,1,4.609867095947266,-0.8300323486328125,5,3,0,-0.11281976103782654
119,24,push_pink_block_right,2,3.5459144115448,0.222703218460083,1,1,1,0.0032254457473754883
119,24,push_pink_block_right,4,4.579886436462402,-0.15589332580566406,3,6,0,-0.08969342708587646
120,24,lift_red_block_table,0,6.447756290435791,-1.0615549087524414,4,5,0,-0.20212435722351074
120,24,lift_red_block_table,1,4.858803749084473,0.2654147148132324,1,1,1,0.12267428636550903
120,24,lift_red_block_table,2,3.1663777828216553,0.028112173080444336,1,1,1,0.1118348240852356
120,24,lift_red_block_table,4,3.352355480194092,-0.10662412643432617,2,1,1,0.05117952823638916
121,24,place_in_slider,0,8.173297882080078,-4.985077381134033,6,6,0,-0.8719238042831421
121,24,place_in_slider,1,4.521956443786621,-0.5563192367553711,5,2,0,-0.0403100848197937
121,24,place_in_slider,2,3.1123886108398438,0.24390029907226562,1,1,1,0.21863429248332977
121,24,place_in_slider,4,4.469618320465088,-0.5324535369873047,4,6,0,-0.36084994673728943
122,24,turn_on_lightbulb,0,5.935525417327881,0.004368305206298828,1,2,0,-0.12854847311973572
122,24,turn_on_lightbulb,1,4.131424903869629,0.09867143630981445,1,1,1,0.10020740330219269
122,24,turn_on_lightbulb,2,3.4727730751037598,0.3069441318511963,1,1,1,0.16005723178386688
122,24,turn_on_lightbulb,4,3.9697957038879395,-0.02314615249633789,3,2,0,-0.0057840049266815186
123,24,push_pink_block_right,0,9.492734909057617,-1.5434131622314453,4,5,0,-0.311526358127594
123,24,push_pink_block_right,1,7.3985795974731445,-1.4962549209594727,5,3,0,-0.2693321108818054
123,24,push_pink_block_right,2,4.945284843444824,-1.306027889251709,5,2,0,-0.22379499673843384
123,24,push_pink_block_right,4,3.6672816276550293,0.012211322784423828,1,4,0,-0.20872896909713745
124,24,place_in_slider,0,4.472939968109131,-0.5055656433105469,2,2,0,-0.042932599782943726
124,24,place_in_slider,1,3.2397403717041016,1.3312277793884277,1,1,1,0.39295876026153564
124,24,place_in_slider,2,3.91736102104187,0.3287780284881592,1,1,1,0.40612658858299255
124,24,place_in_slider,4,5.556248664855957,-1.8469712734222412,6,6,0,-0.4669642448425293
125,24,lift_blue_block_slider,0,7.258196830749512,-0.5648908615112305,4,6,0,-0.37383484840393066
125,24,lift_blue_block_slider,1,5.176146984100342,-0.4754962921142578,2,5,0,-0.2721591591835022
125,24,lift_blue_block_slider,2,4.15923547744751,0.13129281997680664,1,1,1,0.16497111320495605
125,24,lift_blue_block_slider,4,4.723846435546875,-0.3249979019165039,2,2,0,-0.0892629325389862
126,24,place_in_slider,0,5.267475128173828,-0.44388866424560547,4,5,0,-0.23021847009658813
126,24,place_in_slider,1,3.8086509704589844,0.1828017234802246,1,3,0,-0.09339277446269989
126,24,place_in_slider,2,3.9896323680877686,0.57033371925354,1,1,1,0.20091453194618225
126,24,place_in_slider,4,5.901728630065918,-1.6177306175231934,6,6,0,-0.6143431663513184
127,24,turn_off_lightbulb,0,8.021340370178223,-0.9052934646606445,6,5,0,-0.1498406082391739
127,24,turn_off_lightbulb,1,6.071084022521973,-0.17613983154296875,4,5,0,-0.14552587270736694
127,24,turn_off_lightbulb,2,4.432539463043213,0.35033369064331055,1,3,0,-0.030821874737739563
127,24,turn_off_lightbulb,4,4.6793012619018555,-0.3470888137817383,4,2,0,-0.01432238519191742
128,24,place_in_slider,0,4.339313507080078,-0.291257381439209,4,5,0,-0.104143425822258
128,24,place_in_slider,1,3.2390174865722656,1.0044527053833008,1,1,1,0.19109243154525757
128,24,place_in_slider,2,3.798842191696167,0.33199238777160645,1,1,1,0.2500365376472473
128,24,place_in_slider,4,5.302177906036377,-1.7314348220825195,6,6,0,-0.45589274168014526
129,24,lift_blue_block_slider,0,5.507513999938965,-1.1794500350952148,5,6,0,-0.1042165607213974
129,24,lift_blue_block_slider,1,4.005432605743408,-0.5482826232910156,4,5,0,-0.11900203675031662
129,24,lift_blue_block_slider,2,2.9847497940063477,0.6271376609802246,1,1,1,0.17449671030044556
129,24,lift_blue_block_slider,4,3.2230277061462402,0.8876357078552246,1,1,1,0.006176024675369263
130,24,turn_on_lightbulb,0,5.320448875427246,-1.8834123611450195,5,5,0,-0.16167715191841125
130,24,turn_on_lightbulb,1,4.632805347442627,-1.5248117446899414,6,4,0,-0.10058329999446869
130,24,turn_on_lightbulb,2,4.381356239318848,-0.6878049373626709,3,2,0,-0.004772409796714783
130,24,turn_on_lightbulb,4,3.8201324939727783,-0.20278024673461914,3,2,0,-0.0014190673828125
131,24,lift_red_block_table,0,3.6641974449157715,0.5263552665710449,1,1,1,0.15488556027412415
131,24,lift_red_block_table,1,4.865030765533447,-0.06936502456665039,3,1,1,0.07020027935504913
131,24,lift_red_block_table,2,3.416682720184326,0.03205418586730957,1,1,1,0.0020298510789871216
131,24,lift_red_block_table,4,3.040555477142334,0.1653764247894287,1,1,1,0.064041867852211
132,24,turn_off_lightbulb,0,3.8041388988494873,0.3020040988922119,1,2,0,-0.09352144598960876
132,24,turn_off_lightbulb,1,3.414294719696045,0.16969966888427734,1,1,1,0.03109586238861084
132,24,turn_off_lightbulb,2,3.00260066986084,0.48772096633911133,1,1,1,0.0018508434295654297
132,24,turn_off_lightbulb,4,2.35724139213562,0.3571314811706543,1,1,1,0.09022748470306396
133,26,turn_on_lightbulb,0,6.117924213409424,-0.8483872413635254,3,5,0,-0.17421020567417145
133,26,turn_on_lightbulb,1,3.8563220500946045,-0.16494107246398926,2,3,0,-0.06799176335334778
133,26,turn_on_lightbulb,2,3.2705178260803223,0.17659664154052734,1,1,1,0.014036864042282104
133,26,turn_on_lightbulb,4,4.011270999908447,-0.11686873435974121,3,3,0,-0.023292258381843567
134,26,place_in_slider,0,3.8972549438476562,-0.3382682800292969,3,4,0,-0.11003339290618896
134,26,place_in_slider,1,3.0724129676818848,1.0701627731323242,1,1,1,0.27542439103126526
134,26,place_in_slider,2,3.662846088409424,0.014693021774291992,1,1,1,0.3238644003868103
134,26,place_in_slider,4,5.191716194152832,-1.6718428134918213,6,6,0,-0.3569892644882202
135,26,lift_red_block_table,0,6.490538120269775,0.026194095611572266,1,1,1,0.04297724366188049
135,26,lift_red_block_table,1,5.832258701324463,-0.04329681396484375,2,1,1,0.053957194089889526
135,26,lift_red_block_table,2,5.1522369384765625,-0.548130989074707,2,4,0,-0.14252234995365143
135,26,lift_red_block_table,4,4.799064636230469,-1.0540459156036377,3,1,1,0.008848756551742554
136,26,lift_blue_block_slider,0,6.643811225891113,-0.4732346534729004,5,2,0,-0.06392902135848999
136,26,lift_blue_block_slider,1,5.776485919952393,-0.5059161186218262,4,2,0,-0.09092214703559875
136,26,lift_blue_block_slider,2,4.512568473815918,-0.39333581924438477,3,1,1,0.058592215180397034
136,26,lift_blue_block_slider,4,3.524925708770752,0.6027336120605469,1,1,1,0.15779507160186768
137,26,turn_on_lightbulb,0,4.348634243011475,-0.2225489616394043,2,3,0,-0.09393370151519775
137,26,turn_on_lightbulb,1,4.042303562164307,-0.5049188137054443,2,2,0,-0.11106351017951965
137,26,turn_on_lightbulb,2,4.114831447601318,-0.6747305393218994,5,2,0,-0.19759425520896912
137,26,turn_on_lightbulb,4,3.894486904144287,0.09758353233337402,1,2,0,-0.12407881021499634
138,26,place_in_slider,0,3.68249773979187,-0.34390830993652344,2,5,0,-0.22236233949661255
138,26,place_in_slider,1,3.5080909729003906,-0.16748857498168945,2,1,1,0.03846713900566101
138,26,place_in_slider,2,4.21061897277832,-0.44605445861816406,5,2,0,-0.062007367610931396
138,26,place_in_slider,4,5.332762718200684,-1.5025091171264648,6,6,0,-0.44277557730674744
