kind,sample,session,source_goal,target_goal,horizon,cycle_full,cycle_semantic,cycle_execution,ground_truth_cycle_full,target_distance,execution_target_distance,target_rank,endpoint_error,decoded_action_mse,future_latent_mse,execution_knn_radius,local_pca_normal_distance,trajectory_jump
observed,37,8,turn_on_lightbulb,turn_on_lightbulb,1,2.866478204727173,2.6979150772094727,0.9684783220291138,0.5355961322784424,4.4521894454956055,2.749833822250366,1,0,0.02297700010240078,0.4693947434425354,2.749833822250366,1.8061610460281372,0.2233736515045166
observed,38,8,turn_off_lightbulb,turn_off_lightbulb,1,1.614158034324646,0.8997637629508972,1.3401236534118652,0.8179685473442078,4.10006046295166,2.6873278617858887,1,0,0.034433819353580475,0.5538775324821472,2.6873278617858887,0.9744153618812561,0.18425562977790833
observed,39,8,lift_red_block_table,lift_red_block_table,1,1.9901862144470215,1.7848681211471558,0.880389928817749,0.2944975197315216,4.460851669311523,2.931436061859131,1,0,0.04302749037742615,0.9466757774353027,2.931436061859131,1.0137922763824463,0.12250620126724243
observed,40,8,lift_blue_block_slider,lift_blue_block_slider,1,4.360939979553223,4.083795547485352,1.529840111732483,0.963161051273346,4.76409387588501,2.406590461730957,4,1,0.033083099871873856,0.45600149035453796,2.406590461730957,1.7115223407745361,0.33394238352775574
observed,41,8,lift_red_block_table,lift_red_block_table,1,2.20422625541687,1.445935606956482,1.6636954545974731,0.6740010380744934,4.410397529602051,3.1110312938690186,1,0,0.008433281444013119,0.47740277647972107,3.1110312938690186,0.7398067712783813,0.1853010058403015
observed,42,8,place_in_slider,place_in_slider,1,1.629632830619812,1.352822184562683,0.9086118340492249,0.33669513463974,3.0639307498931885,2.1713223457336426,1,0,0.016315380111336708,0.3604924976825714,2.1713223457336426,0.8557742238044739,0.11936118453741074
observed,43,8,lift_red_block_table,lift_red_block_table,1,0.7055661678314209,0.30773746967315674,0.6349183320999146,1.8587205410003662,3.407308578491211,2.4843971729278564,2,1,0.050315916538238525,0.998418927192688,2.4843971729278564,0.7152220606803894,0.14557692408561707
observed,44,8,turn_on_lightbulb,turn_on_lightbulb,1,1.78292715549469,1.5221930742263794,0.9283089637756348,1.3117111921310425,4.302657127380371,2.8937833309173584,2,1,0.014626838266849518,0.4389861226081848,2.8937833309173584,0.8593503832817078,0.12169895321130753
observed,45,8,lift_red_block_table,lift_red_block_table,1,2.066359519958496,1.9153870344161987,0.7753287553787231,1.126428484916687,4.904445648193359,2.2815499305725098,1,0,0.03211254999041557,0.7090799808502197,2.2815499305725098,2.460468292236328,0.34521055221557617
observed,46,8,place_in_slider,place_in_slider,1,2.69830322265625,1.812747836112976,1.998695731163025,0.6976907849311829,4.232024192810059,3.264991283416748,1,0,0.061460185796022415,1.6196744441986084,3.264991283416748,1.5789635181427002,0.44998565316200256
observed,47,8,lift_blue_block_slider,lift_blue_block_slider,1,2.3186233043670654,1.8553199768066406,1.3906118869781494,0.5196268558502197,4.100533485412598,2.8132412433624268,1,0,0.037340667098760605,0.8077936172485352,2.8132412433624268,1.7446969747543335,0.3448617458343506
observed,48,8,place_in_slider,place_in_slider,1,2.1181511878967285,1.663575291633606,1.3111376762390137,0.6554679274559021,4.053628921508789,2.707598924636841,2,1,0.048400651663541794,0.9551775455474854,2.707598924636841,2.1163206100463867,0.5916232466697693
observed,49,8,push_pink_block_right,push_pink_block_right,1,3.568746566772461,2.5763375759124756,2.469501495361328,1.1407626867294312,4.571310043334961,3.0258922576904297,4,1,0.02419108711183071,0.7738521099090576,3.0258922576904297,1.2552255392074585,0.14167067408561707
observed,50,8,lift_blue_block_slider,lift_blue_block_slider,1,3.346299409866333,3.096627950668335,1.268311619758606,0.6858744621276855,6.011050224304199,3.6377289295196533,4,1,0.017692506313323975,0.6285179257392883,3.6377289295196533,1.6037379503250122,0.38492467999458313
observed,51,8,turn_off_lightbulb,turn_off_lightbulb,1,1.9469671249389648,1.5173759460449219,1.219939112663269,2.553812265396118,3.877685070037842,2.237678050994873,1,0,0.06926064938306808,1.4813871383666992,2.237678050994873,2.3638908863067627,0.6106382012367249
observed,52,8,place_in_slider,place_in_slider,1,1.135379672050476,0.7574077844619751,0.8458253741264343,0.3822430670261383,2.5285983085632324,1.9918409585952759,1,0,0.011748433113098145,0.2247413694858551,1.9918409585952759,1.2542482614517212,0.2275453805923462
observed,53,8,lift_red_block_table,lift_red_block_table,1,1.1463639736175537,0.5199952125549316,1.0216435194015503,0.5474613308906555,3.2514185905456543,2.049368143081665,1,0,0.01893029175698757,0.2778504192829132,2.049368143081665,1.3529133796691895,0.36126405000686646
observed,54,8,place_in_slider,place_in_slider,1,1.5075780153274536,1.2314530611038208,0.8696637153625488,0.26099997758865356,3.0781962871551514,1.9717648029327393,1,0,0.009885805658996105,0.4105677306652069,1.9717648029327393,1.3015106916427612,0.27965277433395386
observed,55,8,lift_blue_block_slider,lift_blue_block_slider,1,3.023491621017456,2.9089512825012207,0.8243201375007629,0.43957972526550293,4.293818473815918,2.647268772125244,4,1,0.017937244847416878,0.3651794493198395,2.647268772125244,0.9515693783760071,0.2808831036090851
observed,56,8,lift_red_block_table,lift_red_block_table,1,2.7430741786956787,2.540189743041992,1.0353223085403442,1.4915841817855835,4.790928840637207,3.3565757274627686,2,1,0.0540652722120285,0.649878740310669,3.3565757274627686,2.109910249710083,0.17099110782146454
observed,57,8,place_in_slider,place_in_slider,1,1.7045581340789795,1.2608329057693481,1.1470915079116821,0.2763363718986511,3.769827365875244,2.7722327709198,1,0,0.05550062656402588,0.42456501722335815,2.7722327709198,1.5408984422683716,0.24246367812156677
observed,58,8,lift_blue_block_slider,lift_blue_block_slider,1,1.5987825393676758,1.4319400787353516,0.7110933065414429,0.44630882143974304,2.7217538356781006,2.0627245903015137,1,0,0.023525862023234367,0.4077942371368408,2.0627245903015137,1.2873438596725464,0.38922131061553955
observed,59,8,turn_off_lightbulb,turn_off_lightbulb,1,2.602435350418091,2.1655189990997314,1.443328619003296,0.7951404452323914,3.6514499187469482,2.0076918601989746,1,0,0.041657011955976486,0.7588773369789124,2.0076918601989746,1.373854637145996,0.3873162269592285
observed,60,8,push_pink_block_right,push_pink_block_right,1,2.1567230224609375,1.452407717704773,1.594354271888733,0.38620367646217346,4.4129252433776855,3.0619161128997803,5,1,0.023933304473757744,0.36852413415908813,3.0619161128997803,2.169011116027832,0.2446938455104828
observed,61,8,turn_on_lightbulb,turn_on_lightbulb,1,1.9660078287124634,1.7615593671798706,0.8729807138442993,1.3521345853805542,4.255204200744629,2.7428927421569824,3,1,0.02777084708213806,0.6778658628463745,2.7428927421569824,0.6742761135101318,0.24565166234970093
observed,62,8,place_in_slider,place_in_slider,1,1.889557957649231,1.7226718664169312,0.7764219045639038,0.5550796985626221,3.3539440631866455,2.080203056335449,1,0,0.022299015894532204,0.32217666506767273,2.080203056335449,1.3640155792236328,0.39300569891929626
observed,63,8,turn_on_lightbulb,turn_on_lightbulb,1,2.508329153060913,2.037668228149414,1.4627454280853271,1.591815710067749,4.510489463806152,2.8675975799560547,2,1,0.028829867020249367,0.3588314950466156,2.8675975799560547,1.2258118391036987,0.22395473718643188
observed,64,8,lift_red_block_table,lift_red_block_table,1,1.515046238899231,1.2573347091674805,0.8452659845352173,1.2663127183914185,3.9434170722961426,2.480691909790039,1,0,0.05306346341967583,0.9753100872039795,2.480691909790039,1.5823087692260742,0.43551576137542725
observed,65,8,place_in_slider,place_in_slider,1,1.8408089876174927,1.2083239555358887,1.3887156248092651,0.5961944460868835,3.5028624534606934,2.6732897758483887,1,0,0.0376606248319149,0.5435433387756348,2.6732897758483887,1.9055843353271484,0.45663580298423767
observed,66,8,lift_blue_block_slider,lift_blue_block_slider,1,1.472216010093689,1.0858139991760254,0.9941971898078918,1.9187053442001343,4.254018306732178,2.52020001411438,2,1,0.07577978819608688,1.1505367755889893,2.52020001411438,0.815467894077301,0.18918029963970184
observed,67,8,turn_on_lightbulb,turn_on_lightbulb,1,1.290897250175476,0.5729207992553711,1.1567960977554321,0.3683660924434662,4.429734230041504,3.0496163368225098,2,1,0.01978481374680996,0.4156426191329956,3.0496163368225098,1.4112635850906372,0.1734442561864853
observed,68,8,place_in_slider,place_in_slider,1,2.3210201263427734,2.1778693199157715,0.8025082945823669,0.6111018061637878,3.069176197052002,1.8361871242523193,2,1,0.05198724940419197,0.4606151580810547,1.8361871242523193,1.3133219480514526,0.3960324227809906
observed,69,14,place_in_slider,place_in_slider,1,1.9982855319976807,1.4779725074768066,1.3448948860168457,0.6205738186836243,3.393994092941284,2.530749559402466,3,1,0.013335343450307846,0.28211793303489685,2.530749559402466,1.2887223958969116,0.16189764440059662
observed,70,14,turn_off_lightbulb,turn_off_lightbulb,1,1.4860111474990845,1.3563286066055298,0.6071259379386902,0.6246758103370667,4.0094404220581055,2.1957082748413086,1,0,0.03722083196043968,0.7858479022979736,2.1957082748413086,1.6159029006958008,0.5665143728256226
observed,71,14,turn_on_lightbulb,turn_on_lightbulb,1,3.2386085987091064,2.9016926288604736,1.4383201599121094,0.516516387462616,4.702989101409912,2.44765305519104,2,1,0.02532619796693325,0.4096134901046753,2.44765305519104,1.320205569267273,0.2874596118927002
observed,72,14,place_in_slider,place_in_slider,1,1.6924548149108887,1.4786328077316284,0.823436975479126,0.3370976746082306,4.296676158905029,2.7020411491394043,5,1,0.07118550688028336,0.5324656963348389,2.7020411491394043,1.0498169660568237,0.2166842818260193
observed,73,14,lift_red_block_table,lift_red_block_table,1,1.5240360498428345,1.1891754865646362,0.9531776905059814,0.7604230642318726,3.3909716606140137,2.459846019744873,4,1,0.05154880881309509,0.5228754878044128,2.459846019744873,0.8879629373550415,0.2883487045764923
observed,74,14,place_in_slider,place_in_slider,1,2.795344591140747,2.564100742340088,1.1132556200027466,0.5379721522331238,3.889139175415039,2.49886417388916,2,1,0.023202478885650635,0.3799084424972534,2.49886417388916,1.6904993057250977,0.3899257183074951
observed,75,14,turn_on_lightbulb,turn_on_lightbulb,1,2.0019657611846924,1.0571794509887695,1.7000700235366821,1.1766462326049805,4.441719055175781,2.932995319366455,3,1,0.030443748459219933,0.6598855257034302,2.932995319366455,0.5455214381217957,0.2516801059246063
observed,76,14,place_in_slider,place_in_slider,1,1.6023778915405273,1.438737392425537,0.7054430842399597,0.5078321695327759,3.529420852661133,2.2926361560821533,1,0,0.03275014087557793,0.4839913547039032,2.2926361560821533,1.1122548580169678,0.2109123170375824
observed,77,14,turn_off_lightbulb,turn_off_lightbulb,1,1.631361722946167,1.1190626621246338,1.1870298385620117,0.9833316802978516,4.911602973937988,3.004796028137207,2,1,0.03705699369311333,1.0789549350738525,3.004796028137207,1.9035481214523315,0.39681681990623474
observed,78,14,place_in_slider,place_in_slider,1,2.311302423477173,2.1641972064971924,0.8113998174667358,0.4501202404499054,3.2663798332214355,2.1977765560150146,1,0,0.014205087907612324,0.2558133602142334,2.1977765560150146,1.2645196914672852,0.18366912007331848
observed,79,14,push_pink_block_right,push_pink_block_right,1,1.5469542741775513,1.3030765056610107,0.833702027797699,0.6083622574806213,4.1273908615112305,2.7167935371398926,5,1,0.03444698825478554,0.2657044529914856,2.7167935371398926,1.198442816734314,0.2668251097202301
observed,80,14,place_in_slider,place_in_slider,1,1.5871809720993042,1.177045226097107,1.0647573471069336,0.8903569579124451,3.578800678253174,2.486778497695923,1,0,0.031608257442712784,0.6704109907150269,2.486778497695923,1.5506691932678223,0.24384592473506927
observed,81,14,turn_off_lightbulb,turn_off_lightbulb,1,2.2378993034362793,1.9004942178726196,1.1816575527191162,0.7366766333580017,4.788336277008057,2.903815746307373,2,1,0.019834985956549644,0.37052077054977417,2.903815746307373,1.247520923614502,0.300729364156723
observed,82,14,lift_red_block_table,lift_red_block_table,1,1.8842605352401733,1.6897751092910767,0.833725094795227,1.1026324033737183,3.9933459758758545,2.8041317462921143,2,1,0.03176945820450783,0.5045626163482666,2.8041317462921143,1.3803749084472656,0.2940000295639038
observed,83,14,turn_on_lightbulb,turn_on_lightbulb,1,2.478762626647949,1.7923113107681274,1.7122746706008911,1.1354005336761475,5.182598114013672,2.9652187824249268,4,1,0.09293464571237564,2.6811723709106445,2.9652187824249268,1.3568042516708374,0.36449477076530457
observed,84,14,lift_blue_block_slider,lift_blue_block_slider,1,4.083260536193848,3.7568552494049072,1.5997047424316406,0.4959975779056549,4.7599287033081055,2.9565157890319824,1,0,0.038676608353853226,1.4794731140136719,2.9565157890319824,1.8833402395248413,0.48696112632751465
observed,85,14,place_in_slider,place_in_slider,1,1.8357917070388794,1.771880865097046,0.48017647862434387,0.43461182713508606,3.0474159717559814,1.735965371131897,1,0,0.016734253615140915,0.229518860578537,1.735965371131897,0.9580820798873901,0.2144596427679062
observed,86,14,lift_blue_block_slider,lift_blue_block_slider,1,1.6511436700820923,1.430147409439087,0.8251993656158447,0.7732599377632141,5.300225734710693,3.633936643600464,4,1,0.019822703674435616,0.32860320806503296,3.633936643600464,1.3067935705184937,0.398945689201355
observed,87,14,lift_red_block_table,lift_red_block_table,1,2.201322555541992,1.8743762969970703,1.1543550491333008,0.5430312156677246,4.451854705810547,2.499903678894043,1,0,0.042199891060590744,0.6507066488265991,2.499903678894043,1.4129772186279297,0.43544813990592957
observed,88,14,turn_off_lightbulb,turn_off_lightbulb,1,0.8922029733657837,0.7698361873626709,0.45097485184669495,0.5342655777931213,3.035395383834839,2.053248405456543,1,0,0.0499405674636364,0.6607036590576172,2.053248405456543,1.1833724975585938,0.4448431134223938
observed,89,14,lift_red_block_table,lift_red_block_table,1,2.0338761806488037,1.8369190692901611,0.8731440305709839,0.3985740542411804,4.207594871520996,2.539285659790039,1,0,0.08289448171854019,0.6985852122306824,2.539285659790039,1.46979820728302,0.3588947653770447
observed,90,14,turn_on_lightbulb,turn_on_lightbulb,1,2.1998190879821777,1.9005327224731445,1.107781171798706,0.11291413754224777,4.309162139892578,2.874763011932373,5,1,0.005856744479387999,1.024155855178833,2.874763011932373,1.0255258083343506,0.11877278238534927
observed,91,14,place_in_slider,place_in_slider,1,2.1021335124969482,2.01741099357605,0.5907776951789856,0.25990399718284607,3.7974536418914795,2.3568034172058105,5,1,0.00653404975309968,0.11620686948299408,2.3568034172058105,1.1054704189300537,0.11513005197048187
observed,92,14,push_pink_block_right,push_pink_block_right,1,2.1556637287139893,1.675545334815979,1.3562573194503784,0.6728858947753906,4.722422122955322,3.282557964324951,5,1,0.01894812285900116,1.1740959882736206,3.282557964324951,1.7132680416107178,0.43194347620010376
observed,93,14,turn_on_lightbulb,turn_on_lightbulb,1,1.9157153367996216,1.4625376462936401,1.237315058708191,0.5017046928405762,4.568943977355957,3.2052338123321533,5,1,0.044124115258455276,0.877402663230896,3.2052338123321533,1.1940181255340576,0.40531498193740845
observed,94,14,lift_red_block_table,lift_red_block_table,1,1.8557606935501099,1.800277590751648,0.4503873586654663,0.48390281200408936,3.7347865104675293,2.2595744132995605,1,0,0.026494359597563744,0.6081509590148926,2.2595744132995605,0.9849736094474792,0.3031223714351654
observed,95,14,place_in_slider,place_in_slider,1,1.061225175857544,0.8968215584754944,0.5673708915710449,0.5562291145324707,2.880042791366577,1.9498875141143799,1,0,0.014643926173448563,0.159427672624588,1.9498875141143799,1.0484561920166016,0.2071690708398819
observed,96,14,turn_off_lightbulb,turn_off_lightbulb,1,1.406011939048767,1.2485378980636597,0.6465467810630798,0.6638795733451843,3.4105300903320312,2.2212185859680176,2,1,0.02748815156519413,0.5472557544708252,2.2212185859680176,1.062692403793335,0.23707951605319977
observed,97,14,lift_red_block_table,lift_red_block_table,1,2.0878708362579346,1.6599012613296509,1.266464352607727,0.3638545870780945,4.041881084442139,3.0863990783691406,6,1,0.028727449476718903,0.30318596959114075,3.0863990783691406,0.7602737545967102,0.17938117682933807
observed,98,14,place_in_slider,place_in_slider,1,1.8177164793014526,1.7377548217773438,0.5331988334655762,0.29225867986679077,3.0931687355041504,2.048740863800049,1,0,0.017263470217585564,0.32347482442855835,2.048740863800049,1.2896145582199097,0.27136683464050293
observed,99,14,lift_blue_block_slider,lift_blue_block_slider,1,1.8317928314208984,1.5684561729431152,0.9462612271308899,0.671735942363739,4.658417224884033,2.8595004081726074,5,1,0.028561590239405632,0.559800386428833,2.8595004081726074,1.2544645071029663,0.24633148312568665
observed,100,14,lift_red_block_table,lift_red_block_table,1,2.2596261501312256,1.1420809030532837,1.9497592449188232,0.4770324230194092,4.970200538635254,3.2501583099365234,2,1,0.036734092980623245,1.3979634046554565,3.2501583099365234,1.2281253337860107,0.3838961720466614
observed,101,24,lift_red_block_table,lift_red_block_table,1,2.725350856781006,2.1312808990478516,1.698581576347351,1.0332311391830444,4.290947914123535,2.838883638381958,2,1,0.03467509523034096,0.6782561540603638,2.838883638381958,1.0040706396102905,0.24287903308868408
observed,102,24,place_in_slider,place_in_slider,1,1.4827096462249756,1.3972907066345215,0.4959903955459595,0.39512884616851807,3.932238817214966,2.637753963470459,3,1,0.015282198786735535,0.2580675780773163,2.637753963470459,0.7732582092285156,0.17150180041790009
observed,103,24,turn_off_lightbulb,turn_off_lightbulb,1,2.076869010925293,1.727149486541748,1.153403401374817,1.4677660465240479,3.9541289806365967,2.7220516204833984,2,1,0.045720234513282776,0.7564718723297119,2.7220516204833984,1.5298056602478027,0.5357706546783447
observed,104,24,lift_red_block_table,lift_red_block_table,1,1.6569424867630005,1.4996459484100342,0.7046418786048889,0.49645325541496277,4.2285566329956055,2.786846876144409,1,0,0.0201738178730011,0.6241508722305298,2.786846876144409,1.857155442237854,0.45170682668685913
observed,105,24,turn_on_lightbulb,turn_on_lightbulb,1,1.9456150531768799,1.4241197109222412,1.3256323337554932,0.50215744972229,3.9968464374542236,2.515831470489502,1,0,0.023928776383399963,0.4371764361858368,2.515831470489502,2.1949644088745117,0.49526822566986084
observed,106,24,lift_blue_block_slider,lift_blue_block_slider,1,1.6335148811340332,1.2916799783706665,0.9999668598175049,0.5061067342758179,4.059542655944824,2.26167631149292,1,0,0.042060572654008865,0.6036654114723206,2.26167631149292,1.530102014541626,0.3212932050228119
observed,107,24,place_in_slider,place_in_slider,1,2.0979292392730713,1.9450050592422485,0.7862966656684875,1.30605947971344,3.9946625232696533,2.3112430572509766,1,0,0.029371628537774086,0.6151789426803589,2.3112430572509766,1.905400276184082,0.3398856222629547
observed,108,24,push_pink_block_right,push_pink_block_right,1,3.0635836124420166,2.776390314102173,1.295067548751831,0.3813559114933014,5.660244941711426,2.9604201316833496,6,1,0.056496839970350266,1.1282118558883667,2.9604201316833496,1.6548675298690796,0.25485312938690186
observed,109,24,turn_on_lightbulb,turn_on_lightbulb,1,1.8588398694992065,1.5260870456695557,1.061293363571167,0.6413751244544983,4.6541266441345215,3.0501158237457275,3,1,0.01142397616058588,0.4563480019569397,3.0501158237457275,1.0523059368133545,0.2757852077484131
observed,110,24,turn_off_lightbulb,turn_off_lightbulb,1,2.467045545578003,2.097399950027466,1.2989331483840942,1.3048309087753296,4.867831707000732,2.8371081352233887,2,1,0.04221807420253754,0.5988441705703735,2.8371081352233887,1.1609673500061035,0.4091966152191162
observed,111,24,turn_on_lightbulb,turn_on_lightbulb,1,2.2216145992279053,1.586611032485962,1.5550681352615356,0.6451582908630371,4.8812336921691895,3.270777463912964,4,1,0.05087200179696083,1.5756921768188477,3.270777463912964,1.366928219795227,0.27515122294425964
observed,112,24,turn_off_lightbulb,turn_off_lightbulb,1,2.524373769760132,2.1741271018981934,1.2828229665756226,0.6424039006233215,4.310686111450195,2.212045431137085,1,0,0.03161552548408508,0.599567174911499,2.212045431137085,1.588440179824829,0.4631592929363251
observed,113,24,push_pink_block_right,push_pink_block_right,1,4.029392242431641,3.827667713165283,1.258952260017395,0.8330982327461243,6.591986179351807,4.418773651123047,6,1,0.06944694370031357,2.53721284866333,4.418773651123047,2.5014050006866455,0.2368752360343933
observed,114,24,turn_on_lightbulb,turn_on_lightbulb,1,2.3406527042388916,2.098416805267334,1.0369679927825928,0.7513779997825623,5.243561744689941,3.6368796825408936,2,1,0.08532599359750748,1.0547940731048584,3.6368796825408936,2.6840548515319824,0.689225435256958
observed,115,24,lift_red_block_table,lift_red_block_table,1,1.377289891242981,1.2538838386535645,0.5698270201683044,0.587260901927948,3.946772336959839,2.6532840728759766,1,0,0.0573749840259552,0.9757734537124634,2.6532840728759766,1.5083180665969849,0.1856617033481598
observed,116,24,place_in_slider,place_in_slider,1,2.462395191192627,1.7936921119689941,1.6870263814926147,0.7345518469810486,3.9733734130859375,2.6453137397766113,6,1,0.06256232410669327,0.8784257173538208,2.6453137397766113,1.2832224369049072,0.33996284008026123
observed,117,24,turn_off_lightbulb,turn_off_lightbulb,1,1.3861631155014038,0.6140336394309998,1.2427433729171753,1.9280757904052734,4.362052917480469,2.736703634262085,1,0,0.03662298619747162,0.9883737564086914,2.736703634262085,1.2368947267532349,0.46743348240852356
observed,118,24,turn_on_lightbulb,turn_on_lightbulb,1,2.574962854385376,2.469163417816162,0.7305242419242859,0.6275373101234436,4.441740989685059,2.7677459716796875,2,1,0.009914696216583252,0.3205459713935852,2.7677459716796875,0.9243084192276001,0.2907125949859619
observed,119,24,push_pink_block_right,push_pink_block_right,1,2.0303795337677,1.4695498943328857,1.4010226726531982,1.146527886390686,4.609867095947266,3.507176160812378,5,1,0.035803839564323425,1.3301172256469727,3.507176160812378,1.7225399017333984,0.35545098781585693
observed,120,24,lift_red_block_table,lift_red_block_table,1,2.5442633628845215,1.6344594955444336,1.9498252868652344,1.5195814371109009,4.858803749084473,3.429537534713745,1,0,0.06703922897577286,0.9893187284469604,3.429537534713745,2.3987390995025635,0.40715649724006653
observed,121,24,place_in_slider,place_in_slider,1,2.084829568862915,1.5143030881881714,1.4329689741134644,1.098747730255127,4.521956443786621,3.004271984100342,5,1,0.11199096590280533,0.958579421043396,3.004271984100342,1.587364912033081,0.1365758776664734
observed,122,24,turn_on_lightbulb,turn_on_lightbulb,1,1.639798879623413,1.3574750423431396,0.919892430305481,0.6360093355178833,4.131424903869629,2.598341703414917,1,0,0.024836286902427673,0.6482356190681458,2.598341703414917,1.4331172704696655,0.42618706822395325
observed,123,24,push_pink_block_right,push_pink_block_right,1,2.8767571449279785,2.250105142593384,1.7924168109893799,0.8024243712425232,7.3985795974731445,4.0389509201049805,5,1,0.05398965999484062,1.0251460075378418,4.0389509201049805,2.5078513622283936,0.3791930079460144
observed,124,24,place_in_slider,place_in_slider,1,0.9737132787704468,0.7252506017684937,0.6497145891189575,0.3561248481273651,3.2397403717041016,2.292017698287964,1,0,0.021457502618432045,0.2306165099143982,2.292017698287964,1.3295305967330933,0.15280641615390778
observed,125,24,lift_blue_block_slider,lift_blue_block_slider,1,3.2919399738311768,2.190997362136841,2.4569084644317627,1.1347761154174805,5.176146984100342,3.5045204162597656,2,1,0.05757856369018555,0.5756224393844604,3.5045204162597656,2.1003081798553467,0.5090768337249756
observed,126,24,place_in_slider,place_in_slider,1,1.4461767673492432,1.0533573627471924,0.9908913969993591,0.7332794070243835,3.8086509704589844,2.6906280517578125,1,0,0.025712622329592705,0.34427693486213684,2.6906280517578125,1.7136083841323853,0.3817999064922333
observed,127,24,turn_off_lightbulb,turn_off_lightbulb,1,4.035205364227295,1.941808819770813,3.5372672080993652,1.4690968990325928,6.071084022521973,3.943419933319092,4,1,0.06362508237361908,1.471569299697876,3.943419933319092,3.099160671234131,0.42757996916770935
observed,128,24,place_in_slider,place_in_slider,1,1.4870853424072266,1.4029902219772339,0.49299219250679016,0.5985463857650757,3.2390174865722656,2.052834987640381,1,0,0.03145182505249977,0.4059303402900696,2.052834987640381,0.8571042418479919,0.18356874585151672
observed,129,24,lift_blue_block_slider,lift_blue_block_slider,1,2.5050034523010254,2.4194765090942383,0.6489813923835754,0.5909033417701721,4.005432605743408,2.5363504886627197,4,1,0.015962114557623863,0.28732413053512573,2.5363504886627197,1.0749691724777222,0.1936449259519577
observed,130,24,turn_on_lightbulb,turn_on_lightbulb,1,1.847132921218872,1.7816308736801147,0.48753562569618225,0.6650599837303162,4.632805347442627,3.5420756340026855,6,1,0.019887952134013176,0.3450305759906769,3.5420756340026855,0.758468747138977,0.4285863935947418
observed,131,24,lift_red_block_table,lift_red_block_table,1,2.6056647300720215,2.3466994762420654,1.132470965385437,0.5353344082832336,4.865030765533447,3.0854623317718506,3,1,0.022479107603430748,0.8861849904060364,3.0854623317718506,1.044265627861023,0.47571536898612976
observed,132,24,turn_off_lightbulb,turn_off_lightbulb,1,1.364951252937317,1.2519164085388184,0.5438721179962158,0.6373546719551086,3.414294719696045,2.3687000274658203,1,0,0.019380958750844002,0.19540803134441376,2.3687000274658203,1.1032925844192505,0.2820510268211365
observed,133,26,turn_on_lightbulb,turn_on_lightbulb,1,1.5255156755447388,1.1971138715744019,0.9455775022506714,0.6775758862495422,3.8563220500946045,2.6344516277313232,2,1,0.045086394995450974,1.3115077018737793,2.6344516277313232,1.339250922203064,0.4086571931838989
observed,134,26,place_in_slider,place_in_slider,1,1.3019704818725586,1.1834219694137573,0.5428073406219482,0.6667379140853882,3.0724129676818848,2.0230183601379395,1,0,0.04335726797580719,0.3802579641342163,2.0230183601379395,1.1774417161941528,0.35852473974227905
observed,135,26,lift_red_block_table,lift_red_block_table,1,2.8397059440612793,1.677635908126831,2.2911720275878906,1.0788418054580688,5.832258701324463,4.203068256378174,2,1,0.062630794942379,0.7185772657394409,4.203068256378174,3.0007522106170654,0.39273056387901306
observed,136,26,lift_blue_block_slider,lift_blue_block_slider,1,3.6651222705841064,3.3792619705200195,1.4190524816513062,0.7599388957023621,5.776485919952393,3.591397523880005,4,1,0.021714115515351295,0.558518648147583,3.591397523880005,1.6931829452514648,0.2637985050678253
observed,137,26,turn_on_lightbulb,turn_on_lightbulb,1,1.3842041492462158,1.1158708333969116,0.8190563321113586,0.37945282459259033,4.042303562164307,2.63063383102417,2,1,0.038947273045778275,0.6342813968658447,2.63063383102417,1.9645015001296997,0.20922182500362396
observed,138,26,place_in_slider,place_in_slider,1,3.217735528945923,2.809645414352417,1.568347692489624,0.4416967034339905,3.5080909729003906,2.521698474884033,2,1,0.01728552021086216,0.35274234414100647,2.521698474884033,0.8579652905464172,0.23007230460643768
observed,139,26,turn_off_lightbulb,turn_off_lightbulb,1,2.3659563064575195,1.7362570762634277,1.6072211265563965,1.0928244590759277,4.440582275390625,2.8993301391601562,2,1,0.03656218945980072,0.6113461256027222,2.8993301391601562,2.06069278717041,0.2768816649913788
observed,140,26,lift_blue_block_slider,lift_blue_block_slider,1,1.8366340398788452,1.4994109869003296,1.0606560707092285,1.2485607862472534,5.3272857666015625,2.503535270690918,2,1,0.08718851953744888,1.0128929615020752,2.503535270690918,2.168199300765991,0.415076345205307
observed,141,26,turn_on_lightbulb,turn_on_lightbulb,1,1.8503963947296143,1.6921578645706177,0.7487114071846008,0.6020772457122803,3.6238315105438232,2.1349616050720215,1,0,0.021133417263627052,0.38758760690689087,2.1349616050720215,1.2570843696594238,0.29745787382125854
observed,142,26,lift_blue_block_slider,lift_blue_block_slider,1,2.1404716968536377,1.3827952146530151,1.6338595151901245,1.3616880178451538,5.004790306091309,3.325296401977539,1,0,0.04848109558224678,1.0645272731781006,3.325296401977539,2.8716838359832764,0.40407711267471313
observed,143,26,push_pink_block_right,push_pink_block_right,1,1.481827735900879,1.026529312133789,1.0686678886413574,0.3746173679828644,4.030178546905518,2.8138506412506104,3,1,0.007642992306500673,0.1750275194644928,2.8138506412506104,1.1198294162750244,0.24913695454597473
observed,144,26,place_in_slider,place_in_slider,1,1.4906375408172607,1.1103131771087646,0.9945876598358154,0.23509804904460907,2.704587459564209,1.9663379192352295,1,0,0.0075393361039459705,0.13688012957572937,1.9663379192352295,1.1781005859375,0.31163322925567627
