kind,sample,session,source_goal,target_goal,horizon,cycle_full,cycle_semantic,cycle_execution,ground_truth_cycle_full,target_distance,execution_target_distance,target_rank,endpoint_error,decoded_action_mse,future_latent_mse,execution_knn_radius,local_pca_normal_distance,trajectory_jump
observed,10,0,turn_off_lightbulb,turn_off_lightbulb,0,0.3618641495704651,0.2422301024198532,0.2688312530517578,0.3618641495704651,3.2478950023651123,2.2613561153411865,1,0,0.0,0.0,2.2613561153411865,0.945175051689148,0.0
observed,11,0,lift_red_block_table,lift_red_block_table,0,0.2444974184036255,0.17518502473831177,0.17055554687976837,0.2444974184036255,4.222503185272217,2.379542827606201,5,1,0.0,0.0,2.379542827606201,0.5634508728981018,0.0
observed,12,0,lift_blue_block_slider,lift_blue_block_slider,0,6.550909519195557,6.166223049163818,2.21181058883667,6.550909519195557,9.0226469039917,5.3114800453186035,1,0,0.0,0.0,5.3114800453186035,4.169865608215332,0.0
observed,13,0,turn_off_lightbulb,turn_off_lightbulb,0,1.6037566661834717,1.491081714630127,0.5905171036720276,1.6037566661834717,5.310047626495361,3.0380520820617676,1,0,0.0,0.0,3.0380520820617676,2.050851345062256,0.0
observed,14,0,lift_blue_block_slider,lift_blue_block_slider,0,0.46971479058265686,0.2702254354953766,0.38420072197914124,0.46971479058265686,4.349857330322266,3.126986265182495,1,0,0.0,0.0,3.126986265182495,0.8001723289489746,0.0
observed,15,0,turn_on_lightbulb,turn_on_lightbulb,0,0.5841491222381592,0.5542441606521606,0.18450917303562164,0.5841491222381592,5.285543441772461,4.065950393676758,6,1,0.0,0.0,4.065950393676758,1.036623477935791,0.0
observed,16,0,push_pink_block_right,push_pink_block_right,0,0.8897805213928223,0.6967493295669556,0.5533983707427979,0.8897805213928223,4.031003952026367,2.8242228031158447,2,1,0.0,0.0,2.8242228031158447,1.5420482158660889,0.0
observed,17,0,turn_off_lightbulb,turn_off_lightbulb,0,0.6011186838150024,0.4296937882900238,0.42036521434783936,0.6011186838150024,5.421079158782959,4.20510721206665,5,1,0.0,0.0,4.20510721206665,1.6161919832229614,0.0
observed,18,0,turn_on_lightbulb,turn_on_lightbulb,0,0.5423403382301331,0.4651779234409332,0.27882352471351624,0.5423403382301331,3.095041275024414,2.2169058322906494,2,1,0.0,0.0,2.2169058322906494,0.9913436770439148,0.0
observed,19,0,lift_blue_block_slider,lift_blue_block_slider,0,1.5196564197540283,1.3353006839752197,0.7254846096038818,1.5196564197540283,6.2932000160217285,4.358020782470703,3,1,0.0,0.0,4.358020782470703,1.4355002641677856,0.0
observed,20,0,turn_off_lightbulb,turn_off_lightbulb,0,1.0276131629943848,0.8552253842353821,0.5697178840637207,1.0276131629943848,6.1941142082214355,4.909224033355713,6,1,0.0,0.0,4.909224033355713,1.4725857973098755,0.0
observed,21,0,turn_on_lightbulb,turn_on_lightbulb,0,0.2611131966114044,0.21616865694522858,0.1464623212814331,0.2611131966114044,2.8841052055358887,2.0343594551086426,3,1,0.0,0.0,2.0343594551086426,0.5582571625709534,0.0
observed,22,0,turn_off_lightbulb,turn_off_lightbulb,0,0.315236896276474,0.2482232004404068,0.19431817531585693,0.315236896276474,3.630099058151245,2.3846840858459473,2,1,0.0,0.0,2.3846840858459473,1.1330935955047607,0.0
